Date,vol_BTC,vol_ETH,vol_BNB,vol_SP500,volUS10Y,vol_DJI,vol_Nas,volGold,vol_energy,vol_metal
2019/10/11,6.064491158,8.920265781,6.56626506,1.017079255,7.324106113,1.19243349,0.929896939,1.982297442,2.273182261,0.843635149
2019/10/14,1.820837274,3.397095858,4.06945198,0.333765993,0.29154519,0.467197962,0.491053042,0.914663624,3.12622068,1.091703057
2019/10/15,3.192036438,5.210698267,5.477223427,0.990426214,5.815923207,1.143061188,1.214803251,1.417249053,2.332622187,0.738378923
2019/10/16,3.201089946,4.92178995,6.418918919,0.412751824,2.865329513,0.426079865,0.548596565,0.98472513,1.786896018,1.173590003
2019/10/17,2.152775197,3.502340534,6.378378378,0.55037609,4.4,0.524941279,0.833528495,0.927769295,1.627101976,1.104925776
2019/10/18,3.45222369,4.739309068,5.659340659,0.79331592,2.67958951,0.926851499,1.487706027,0.587300357,1.72598536,1.790046006
2019/10/21,1.944397066,3.306923872,2.904109589,0.398440826,3.716028841,0.391573765,0.676798068,0.805682592,2.31674798,0.910609858
2019/10/22,3.379236497,2.485124256,3.738317757,0.651871335,2.714932127,0.612324129,1.333778646,0.537341329,2.30206538,0.451203209
2019/10/23,9.707101779,10.59280256,11.5430622,0.451652843,2.205882353,0.566036681,0.571901535,0.782233237,3.165856648,1.375538615
2019/10/24,1.821439638,2.662850743,8.047337278,0.519883466,2.597402597,0.811175903,0.714723249,1.010431502,1.829740802,0.735962954
2019/10/25,14.93133756,14.2321891,17.95698925,0.842004268,3.613118399,0.926216501,1.328771662,1.162007734,1.580246307,1.020576132
2019/10/28,7.216091754,4.519183134,9.145728643,0.393496128,3.197831978,0.513718351,0.60204644,1.223596833,1.902536153,0.641183724
2019/10/29,4.313963002,5.571016015,6.485963214,0.430045211,2.014153511,0.466100411,0.782478058,0.744064965,2.142317845,0.768413308
2019/10/30,4.290284891,6.002728513,8.442211055,0.792314484,4.507042254,0.753015538,0.97004742,0.582407802,2.067432441,0.648125359
2019/10/31,4.581211896,3.821900532,4.785894207,0.780560713,6.516587678,0.998586494,0.850958024,1.359282696,3.013580047,1.76534266
2019/11/1,2.30983413,3.052643076,1.809045226,0.52919714,4.375729288,0.747713856,0.61572054,0.827760639,3.469493175,1.185087647
2019/11/4,3.898301477,4.078557977,3.879728419,0.335578101,2.975856261,0.42065231,0.377679748,0.689932732,2.27282236,0.679826358
2019/11/5,2.779567814,4.415116341,2.521823472,0.383787265,4.577275175,0.388504119,0.4633278,1.854273613,1.735188472,1.046606705
2019/11/6,1.733608883,3.126306985,2.566585956,0.404643816,2.786885246,0.430079993,0.573204344,0.810753147,2.494218296,0.913129319
2019/11/7,2.5695235,3.632181449,3.970588235,0.568524365,8.812856402,0.666707618,0.887020737,2.160487738,1.757890399,1.551273677
2019/11/8,6.06502472,3.542900614,5.530187722,0.630762864,3.136246787,0.418984121,0.847637263,1.155898044,2.578284491,0.9375
2019/11/11,4.772859939,3.160624561,3.928393834,0.405246501,0.05200208,0.710398754,0.528154275,1.252502031,1.637238987,1.13967224
2019/11/12,2.558836212,2.246109418,3.973192915,0.578296419,2.800829876,0.489464453,0.663739035,0.779963086,1.495266901,1.193456852
2019/11/13,1.236465485,1.99086855,4.645706241,0.622487104,3.595980962,0.788954919,0.499164024,0.931707605,2.007904682,0.99410278
2019/11/14,2.12441694,2.672064777,3.111739745,0.482459965,4.8298573,0.445396941,0.633943784,0.870637032,1.549861933,1.325403568
2019/11/15,3.83068084,4.33431378,5.711472181,0.508258398,1.851851852,0.57614938,0.381094628,0.704667687,2.776627877,0.813421454
2019/11/18,4.944934457,4.621848739,6.858638743,0.387888649,3.415977961,0.255847614,0.789219642,1.204370985,2.563485485,1.230138391
2019/11/19,2.612421277,2.964393208,6.168831169,0.454140466,2.799552072,0.700543638,0.593854707,0.723419231,2.903426194,0.723281144
2019/11/20,1.837195807,1.960448102,7.269700333,0.886612664,2.804808243,0.797955795,1.364237211,0.877999179,3.654539477,0.588686972
2019/11/21,7.995647557,10.75188901,29.98215348,0.50136296,4.448198198,0.432142717,0.485263053,0.903952577,2.830008814,0.712446352
2019/11/22,12.13337917,15.97463284,14.44159178,0.437579776,2.48447205,0.44655509,0.75700703,0.789727633,1.698857194,0.879439891
2019/11/25,11.49586823,13.35161069,11.24183007,0.523033916,2.340182648,0.537723483,0.755739716,0.559886044,1.506045913,0.761855847
2019/11/26,3.970514324,3.908949258,5.300581771,0.37223135,2.757036186,0.369145798,0.404495722,0.844681271,1.147560112,1.38229308
2019/11/27,10.13900354,8.853962017,7.922645041,0.34404797,2.263723826,0.354140037,0.544482877,0.602672376,1.792347809,0.575978316
2019/11/29,5.334056595,4.289873827,4.956629492,0.348935682,2.085682074,0.274424708,0.402561735,0.937997758,5.294685278,1.457975986
2019/12/2,3.565262668,2.780576264,3.681788297,1.076795113,3.512623491,1.178740699,1.627822454,0.776630135,2.106006551,0.779710393
2019/12/3,2.225787871,2.218914896,2.610966057,0.79658606,8.969132207,0.725780384,1.103123781,1.502233841,2.181419885,1.46010777
2019/12/4,8.170007218,4.849440977,4.881266491,0.541320243,5.174353206,0.417254676,0.368587831,0.87259352,3.195029268,0.949175943
2019/12/5,3.950427073,2.986078418,5.169112955,0.503299192,3.482587065,0.659012154,0.582061528,0.505740842,1.575850151,0.518492914
2019/12/6,2.951877623,1.57834643,2.802547771,0.50796113,4.12371134,0.700230519,0.48348471,1.344139158,3.058964884,1.372900145
2019/12/9,4.138231056,3.198539356,4.015544041,0.42762025,2.196595277,0.373634878,0.788019238,0.430966313,1.330062125,0.915486988
2019/12/10,2.877399561,2.735499794,4.99334221,0.511728576,2.660152009,0.520125731,0.640628946,0.633211031,1.277670187,0.524445948
2019/12/11,1.603773585,2.815134834,2.960969044,0.342815672,3.402119353,0.443189676,0.555898703,0.697007775,1.853009619,1.13150616
2019/12/12,2.050499445,4.012962835,2.494942684,1.193282774,7.700421941,1.297736923,1.334846679,1.500816302,1.682238684,1.174706323
2019/12/13,1.20878818,1.324503311,1.810865191,0.825864681,7.346491228,0.932669116,0.891170881,0.875923826,1.881219528,1.614387286
2019/12/16,4.179039618,8.849224281,8.155767818,0.441178775,3.470368393,0.516434934,0.494263348,0.451860256,1.164468682,1.218299354
2019/12/17,5.572104698,10.10158938,12.12611156,0.225213938,2.24,0.382316441,0.330002216,0.424441576,1.438347403,0.798336798
2019/12/18,12.71990104,12.63165814,10.66961001,0.230011845,3.642039542,0.297351774,0.344264167,0.607128868,1.063963845,0.689712481
2019/12/19,4.391877748,6.058246379,6.06741573,0.410561027,2.809573361,0.363816279,0.579311654,0.573580194,1.068603881,0.922190202
2019/12/20,1.538269135,2.602952603,3.318584071,0.298644613,1.823866597,0.57297306,0.359279091,0.357869212,1.369175451,0.765810277
2019/12/23,5.568908068,6.534978139,5.617977528,0.169974659,2.385892116,0.317706267,0.238730176,0.511623383,0.923363602,0.478903476
2019/12/24,3.405197914,2.108551347,2.767389678,0.183658148,2.522333158,0.258070625,0.277027097,1.121995343,1.002766362,0.76524315
2019/12/26,3.286690982,6.027157945,4.321455648,0.397541907,1.478352693,0.310781552,0.709703804,0.990572352,1.330767594,0.123324838
2019/12/27,2.27632648,3.05355589,2.556390977,0.418515935,1.651571657,0.32354393,0.698211602,0.515060758,0.98440915,0.796649146
2019/12/30,2.434658074,3.982401578,4.391648668,0.755908347,3.605514316,0.828152767,1.106463691,0.36233266,2.036623182,0
2019/12/31,2.273358902,4.070892346,2.98616169,0.609450349,2.397081813,0.59870126,0.69906688,0.695910102,1.761165778,1.1027278
2020/1/2,4.423711784,3.168488089,5.679201842,0.694015992,5.061267981,0.848770992,0.977545642,0.909676686,1.213207168,0.866622648
2020/1/3,7.065135978,6.561406122,7.106227106,0.736046494,3.234802008,0.754150183,1.006151992,1.8039362,4.136123324,1.778886118
2020/1/6,5.366601797,6.315935591,6.483957219,0.99190458,3.095632946,1.008208789,1.537999053,1.242362149,2.907970591,0.779242311
2020/1/7,5.246637321,4.131711409,4.593874834,0.385520731,1.822197681,0.420589651,0.574128605,1.118448888,1.405094195,0.654298493
2020/1/8,6.645491091,7.05915773,7.49656121,0.934507616,9.178228388,1.195578097,1.330846902,3.746429764,8.794828219,1.055060996
2020/1/9,3.655768642,4.169083527,2.708333333,0.363697438,2.749326146,0.496254779,0.73440175,1.348636482,2.326279748,0.733899563
2020/1/10,5.981360921,6.332435605,8.897742364,0.677722143,2.912087912,0.763154854,0.814574913,0.974056036,1.095465425,1.002794674
2020/1/13,1.581724487,2.945682451,2.834541859,0.59912473,2.056277056,0.313003229,0.883949882,0.865599404,2.031984781,1.045666204
2020/1/14,8.919267884,15.74035045,10.33033033,0.519622923,2.868174297,0.628514423,0.655787066,0.916848729,1.548012988,0.832109643
2020/1/15,3.271605638,4.031240613,11.3507378,0.546318506,2.127659574,0.793104565,0.773821974,0.814909692,1.689465122,1.211579119
2020/1/16,2.798244508,4.928206376,7.922535211,0.430835652,2.432283029,0.574687927,0.65490411,0.660501982,1.60041898,1.482446852
2020/1/17,3.693439993,6.832334626,7.747648035,0.330968699,1.97260274,0.285231412,0.62668075,0.754270502,1.114376957,0.822877628
2020/1/21,2.820465841,2.514609527,5.417357656,0.39689351,3.325817362,0.667008266,0.497892901,1.425688311,1.718771238,1.437253614
2020/1/22,2.242322982,3.02147148,6.460674157,0.533754798,1.921989825,0.506882174,0.687919134,0.563296768,2.827800455,1.35986733
2020/1/23,4.493700253,5.202702703,6.338028169,0.752058312,3.06181398,0.766424246,0.823480142,1.022702145,2.296192334,2.05802969
2020/1/24,3.310465764,5.302983697,5.806451613,1.567302995,5.456702254,1.536682128,1.869830563,1.211098062,3.577295542,1.706193482
2020/1/27,4.483116414,3.829212427,3.684807256,0.750702145,3.533787973,0.810630857,1.010591833,0.656475149,2.047455454,2.728788278
2020/1/28,5.576231964,3.294639809,3.724291273,0.993822186,5.599036725,0.861613663,1.287327039,1.02181464,2.576837309,1.139072848
2020/1/29,1.912054114,2.674565743,3.296089385,0.659253376,5.566097407,0.751884933,0.942580489,0.72399853,2.338715455,1.872492198
2020/1/30,3.784460362,8.429492389,5.288720993,1.312864304,3.771213074,1.35120432,1.324089408,0.918434288,3.240221933,1.391382406
2020/1/31,3.23774481,5.675059752,5.549450549,2.097336243,6.378737542,2.277425385,2.320299927,1.158103992,3.690235419,1.85666876
2020/2/3,3.654024052,4.088729649,3.521126761,1.008950667,4.128440367,1.09416225,1.286730665,1.277429037,3.846258502,2.847784551
2020/2/4,1.670672946,1.34970624,2.421574023,0.797855403,6.300686213,0.722516917,1.37239462,1.986520703,2.988960037,2.92713681
2020/2/5,5.689881188,9.44414463,14.18181818,0.714609154,5.215281989,1.051659477,1.397067301,0.946927581,3.995050537,2.643911929
2020/2/6,3.262382317,6.966597861,8.486905917,0.405585544,3.102189781,0.548404565,0.961896777,0.992381901,3.559105715,1.630099568
2020/2/7,1.362719736,5.09596886,9.260099864,0.579978424,4.930467762,0.790103671,0.811926264,0.819068655,1.951860738,2.11166786
2020/2/10,4.129245695,5.498990805,9.626093874,1.028910322,3.646833013,0.964619791,1.518781444,0.568379751,2.249558897,1.561238223
2020/2/11,5.757857178,8.612096638,6.308411215,0.682302137,2.059925094,0.699950882,1.118108482,0.758078796,1.720485669,1.838105338
2020/2/12,1.999476628,14.36855185,6.129398411,0.347689713,2.504581552,0.547587899,0.664502975,0.539913024,3.299183215,0.775672102
2020/2/13,3.572998798,7.553488372,9.949079514,0.728228718,3.582458308,0.643945226,1.080379753,0.58330429,2.317915251,1.39058947
2020/2/14,2.392335237,8.960560911,5.737082067,0.430157152,2.707808564,0.611808662,0.536910381,0.69369649,1.670696183,1.112975886
2020/2/18,6.186997952,9.31410756,7.071547421,0.575618122,2.758178319,0.729846105,0.835323683,1.316526105,1.970422305,0.980998674
2020/2/19,8.393864341,12.29932078,10.2644554,0.433826027,2.551020408,0.459008663,0.62250932,0.738464856,2.625204403,1.504291656
2020/2/20,2.421269683,6.900034966,8.050655812,1.426822363,5.134957209,1.39904271,2.087697851,1.209879191,1.775118954,1.523928349
2020/2/21,1.782229336,5.148806156,5.550541516,0.968017377,5.77053632,0.875505003,1.986092483,1.831945762,2.132740657,1.103006582
2020/2/24,4.905461206,7.024280068,8.491418248,1.399923742,7.591240876,1.754205888,1.828708879,1.808477562,3.385823707,1.560808372
2020/2/25,4.319967372,8.268545513,10.32608696,4.098829682,8.044280443,4.252297521,4.263447,1.528740676,4.015780464,0.793507665
